period,periodTime,periodTimeRemaining,awayPlayer0Id,awayPlayer1Id,awayPlayer2Id,awayPlayer3Id,awayPlayer4Id,awayPlayer5Id,homePlayer0Id,homePlayer1Id,homePlayer2Id,homePlayer3Id,homePlayer4Id,homePlayer5Id,event,eventType,eventResult,eventTeam,eventId,x0,y0,x1,y1,player0Id,player1Id,pass0x0,pass0y0,pass0x1,pass0y1,pass0result,pass0team,pass0player0Id,pass0player1Id,pass1x0,pass1y0,pass1x1,pass1y1,pass1result,pass1team,pass1player0Id,pass1player1Id,pass2x0,pass2y0,pass2x1,pass2y1,pass2result,pass2team,pass2player0Id,pass2player1Id,pass3x0,pass3y0,pass3x1,pass3y1,pass3result,pass3team,pass3player0Id,pass3player1Id,pass4x0,pass4y0,pass4x1,pass4y1,pass4result,pass4team,pass4player0Id,pass4player1Id,tags,linkedEvents
1,0:04,19:56,8468493,8477939,8470147,8475172,8476853,8473463,8474062,8465009,8471695,8478569,8477213,8479325,Zone Entry,Failed,,BOS,2017020250_244592646_shawn.ferris@wne.edu,-31,-25,,,8479325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0:19,19:41,8475786,8466139,8479458,8477015,8470147,8474581,8474062,8465009,8471695,8478569,8477213,8479325,Zone Exit,Uncontrolled,Lost,BOS,2017020250_19965477_shawn.ferris@wne.edu,-64,-35,,,8474062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0:28,19:32,8475786,8466139,8479458,8477015,8470147,8474581,8474062,8465009,8471695,8478569,8477213,8479325,Zone Exit,Pass,,TOR,2017020250_583816071_shawn.ferris@wne.edu,33,-5,14,-31,8466139,8477015,89,-36,64,-7,Completed,TOR,8474581,8466139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0:29,19:31,8475786,8466139,8479458,8477015,8470147,8474581,8474062,8465009,8471695,8478569,8477213,8479325,Zone Entry,Uncontrolled,Lost,TOR,2017020250_747506697_shawn.ferris@wne.edu,-4,-19,,,8477015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020250_583816071_shawn.ferris@wne.edu
1,0:35,19:25,8475786,8466139,8479458,8477015,8470147,8474581,8474062,8465009,8471695,8478569,8477213,8479325,Zone Exit,Failed,,BOS,2017020250_797209124_shawn.ferris@wne.edu,-84,37,,,8474062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0:45,19:15,8475786,8466139,8479458,8477015,8470147,8474581,8474062,8465009,8471695,8478569,8477213,8479325,Shot,Wrist Shot,,BOS,2017020250_7_shawn.ferris@wne.edu,11,-5,,,8474062,8470147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0:49,19:11,8468493,8477939,8470147,8475172,8476853,8473463,8478443,8470638,8471695,8476792,8473419,8477956,Zone Exit,Controlled,,TOR,2017020250_598510203_shawn.ferris@wne.edu,26,-37,,,8473463,,97,-9,48,-39,Completed,TOR,8476853,8473463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0:51,19:09,8468493,8477939,8470147,8475172,8476853,8473463,8478443,8470638,8471695,8476792,8473419,8477956,Zone Entry,Uncontrolled,Lost,TOR,2017020250_358479210_shawn.ferris@wne.edu,0,-34,,,8473463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020250_598510203_shawn.ferris@wne.edu
1,1:18,18:42,8468493,8477939,8470147,8475172,8476853,8473463,8478443,8470638,8471695,8476792,8473419,8477956,Zone Exit,Failed,,BOS,2017020250_473681595_shawn.ferris@wne.edu,-96,9,,,8470638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1:24,18:36,8468493,8474037,8477939,8470147,8475172,8476853,8478443,8470638,8471695,8476792,8473419,8477956,Zone Exit,Uncontrolled,Lost,BOS,2017020250_356134263_shawn.ferris@wne.edu,-68,-38,,,8470638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1:40,18:20,8468493,8478483,8474037,8470147,8475098,8476853,8475224,8471695,8478046,8476303,8478366,8476191,Zone Entry,Uncontrolled,Lost,TOR,2017020250_514387684_shawn.ferris@wne.edu,-15,22,,,8475098,,33,34,10,16,Completed,TOR,8478483,8475098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1:54,18:06,8476941,8478483,8474037,8470147,8475098,8480158,8475224,8471695,8478046,8476303,8478366,8476191,Zone Exit,Pass,,BOS,2017020250_726112062_shawn.ferris@wne.edu,-44,-39,-16,-38,8476191,8478046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1:55,18:05,8476941,8478483,8474037,8470147,8475098,8480158,8475224,8471695,8478046,8476303,8478366,8476191,Zone Entry,Uncontrolled,Lost,BOS,2017020250_741697854_shawn.ferris@wne.edu,15,-34,,,8478046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020250_726112062_shawn.ferris@wne.edu
1,2:05,17:55,8476941,8478483,8474037,8470147,8475098,8480158,8475224,8471695,8478046,8476303,8478366,8476191,Zone Exit,Pass,,TOR,2017020250_199254075_shawn.ferris@wne.edu,48,-40,20,30,8474037,8476941,86,-22,63,-38,Completed,TOR,8475098,8474037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2:41,17:19,8474709,8468575,8479458,8476410,8470147,8474581,8478075,8478443,8473492,8471695,8476792,8476374,Zone Exit,Pass,,BOS,2017020250_853464728_shawn.ferris@wne.edu,-75,-39,-31,22,8476374,8476792,-99,-22,-81,-39,Completed,BOS,8478443,8476374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2:43,17:17,8474709,8468575,8479458,8476410,8470147,8474581,8478075,8478443,8473492,8471695,8476792,8476374,Zone Entry,Uncontrolled,Lost,BOS,2017020250_335359699_shawn.ferris@wne.edu,25,19,,,8477213,,-1,33,22,16,Completed,BOS,8476792,8477213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020250_853464728_shawn.ferris@wne.edu
1,2:54,17:06,8474709,8468575,8479458,8476410,8470147,8474581,8478075,8473492,8471695,8476792,8476374,8479325,Shot,Snap Shot,,BOS,2017020250_15_shawn.ferris@wne.edu,32,28,,,8476792,8470147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020250_335359699_shawn.ferris@wne.edu:2017020250_853464728_shawn.ferris@wne.edu
1,2:57,17:03,8474709,8468575,8479458,8476410,8470147,8474581,8478075,8473492,8471695,8476792,8476374,8479325,Shot,Wrist Shot,,BOS,2017020250_16_shawn.ferris@wne.edu,77,2,,,8478075,8470147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rebound,2017020250_335359699_shawn.ferris@wne.edu:2017020250_853464728_shawn.ferris@wne.edu
1,3:10,16:50,8474709,8468575,8479458,8476410,8470147,8474581,8478075,8465009,8473492,8471695,8476374,8479325,Zone Exit,Uncontrolled,Lost,TOR,2017020250_653046391_shawn.ferris@wne.edu,85,-38,,,8468575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3:10,16:50,8474709,8468575,8479458,8476410,8470147,8474581,8478075,8465009,8473492,8471695,8476374,8479325,Missed Shot,,,BOS,2017020250_17_shawn.ferris@wne.edu,36,15,,,8479325,,64,-38,33,-9,Completed,BOS,8476374,8479325,86,22,72,38,Completed,BOS,8478075,8476374,,,,,,,,,,,,,,,,,,,,,,,,,,2017020250_335359699_shawn.ferris@wne.edu:2017020250_853464728_shawn.ferris@wne.edu
1,3:17,16:43,8468493,8477939,8470147,8475172,8476853,8473463,8478075,8465009,8470638,8473492,8471695,8479325,Zone Entry,Failed,,BOS,2017020250_756546684_shawn.ferris@wne.edu,-64,-24,,,8479325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
